,0
"('helix', 'laptop', 'fan')",1
"('yser', 'user', 'sit')",1
"('takeda', 'account', 'face')",1
"('ntc', 'room', 'floor')",1
"('pool', 'toshiba', 'gemini')",1
"('not', 'able', 'comunicate')",1
"('kdc', 'location', 'alert')",2
"('guest', 'wifi', 'aberdeen')",1
"('super', 'sloooww', 'couple')",2
"('kbuck', 'pw', 'issue')",1
"('issue', 'otp', 'request')",1
"('outage', 'hp', 'odc')",1
"('huge', 'firewall', 'deny')",2
"('ckt', '-PRON-', 'would')",2
"('blue', 'screen', 'display')",1
"('loss', 'connect', 'client')",1
"('wipro', 'training', 'not')",1
"('website', 'solve', 'issue')",1
"('datum', 'card', 'not')",3
"('ectacl', 'contain', 'blade')",1
"('project', 'handle', 'suprta')",1
"('reboot', 'sjp', 'device')",1
"('peer', 'router', 'current')",1
"('physically', 'update', 'power')",1
"('packet', 'lose', 'shanghai')",1
"('troubleshoot', 'symantec', 'issue')",7
"('configuration', 'softvoip', 'laptop')",1
"('report', 'network', 'issue')",1
"('public', 'network', 'connect')",1
"('access', 'new', 'destination')",1
"('odc', 'new', 'implementation')",1
"('snmp', 'ip', 'follwo')",2
"('primary', 'seconday', 'hyd')",1
"('mcafee', 'port', 'need')",1
"('microsof', 'lync', 'live')",1
"('monitor', 'img', 'gnoc')",1
"('detail', 'request', 'change')",1
"('load', 'itms', 'link')",1
"('assign', 'right', 'resolver')",2
"('claim', 'saudi', 'arabia')",1
"('freqaccount', 'lock', 'issue')",1
"('issue', 'lync', 'asking')",1
"('merck', 'odc', 'extension')",1
"('priority', 'work', 'not')",1
"('allow', 'access', 'detail')",2
"('laptop', 'have', 'multiple')",1
"('ec', 'eosl', 'activity')",1
"('install', 'vpn', 'da')",1
"('img', 'ntc', 'room')",1
"('allow', 'access', 'ec')",1
"('issue', 'violate', 'transfer')",1
"('address', 'new', 'wifi')",1
"('lan', 'connectivity', 'issue')",2
"('issue', '-PRON-', 'would')",1
"('server', 'not', 'present')",1
"('will', 'will', 'tp')",1
"('odc', 'not', 'work')",1
"('kindly', 'release', 'asset')",1
"('stander', 'task', 'list')",1
"('location', 'chennai', 'ckt')",1
"('td', 'tp', 'need')",1
"('packetshaper', 'shaping', 'issue')",1
"('raise', 'behalf', 'userab')",1
"('work', 'extended', 'monitor')",1
"('secondary', 'bayer', 'odc')",1
"('firewal', 'connect', 'port')",1
"('kindly', 'provide', 'free')",1
"('group', 'dl', 'member')",1
"('can', 'not', 'able')",1
"('onsite', 'unable', 'connect')",1
"('check', 'update', 'priority')",2
"('bw', 'source', 'ip')",2
"('itms', 'link', 'not')",1
"('support', 'wipro', 'vdi')",1
"('mother', 'borad', 'issue')",1
"('mcfee', 'issue', 'detect')",1
"('get', 'multiple', 'alert')",1
"('datum', 'request', 'time')",1
"('have', 'issue', 'outlook')",2
"('odc', 'onsite', 'unable')",1
"('lenovo', 'adaptor', 'lose')",1
"('laptop', 'take', 'time')",1
"('need', 'enable', 'work')",1
"('hyperv', 'base', 'server')",1
"('nat', 'ip', 'dm')",2
"('reflect', 'employee', 'rajat')",1
"('issue', 'resolve', 'asap')",1
"('mcafee', 'antivirus', 'roll')",1
"('pass', 'system', 'issue')",1
"('packet', 'shaper', 'class')",1
"('ios', 'upgradation', 'bp')",1
"('secondary', 'firewal', 'connect')",1
"('port', 'not', 'work')",2
"('kindly', 'config', 'laptop')",4
"('ie', 'chrome', 'unable')",1
"('kindly', 'share', 'run')",1
"('install', 'old', 'anti')",1
"('face', 'issue', 'reset')",1
"('multiple', 'tower', 'report')",1
"('kdc', 'ec', 'latency')",1
"('user', 'troubleshoot', 'outlook')",1
"('not', 'work', 'correctly')",1
"('mother', 'board', 'replacement')",1
"('vlan', 'port', 'follow')",1
"('kindly', 'reach', 'yser')",1
"('corrupt', 'laptop', 'unable')",1
"('add', 'reverse', 'route')",1
"('creditsuisse', 'not', 'work')",1
"('connection', 'not', 'work')",1
"('ip', 'address', 'physical')",1
"('error', 'unknown', 'remain')",1
"('retrieve', 'datum', 'process')",1
"('destination', 'ip', 'vm')",1
"('screen', 'display', 'self')",1
"('show', 'user', 'update')",1
"('emcsjp', 'reliance', 'usage')",1
"('raise', 'behalf', 'usersu')",2
"('kochi', 'location', 'device')",1
"('observed', 'wipro', 'raipur')",1
"('help', 'user', 'provide')",1
"('path', 'sccm', 'server')",1
"('internet', 'access', 'new')",1
"('gal', 'modifcation', 'path')",1
"('tp', 'migration', 'plan')",1
"('packetshaper', 'ref', 'lpr')",1
"('outlook', 'isue', 'odc')",1
"('infected', 'file', 'find')",1
"('kindly', 'provide', 'week')",1
"('fw', 'ticket', 'number')",1
"('wifi', 'not', 'work')",1
"('netwrok', 'stack', 'swicth')",1
"('monitor', 'session', 'need')",1
"('citi', 'monthly', 'utilization')",1
"('big', 'problem', 'httpsgatewaywi')",1
"('location', 'traffic', 'shift')",1
"('access', 'email', 'laptop')",1
"('care', 'attach', 'alert')",1
"('close', 'ticket', 'resolve')",1
"('professional', 'plus', 'product')",1
"('firewall', 'share', 'bw')",2
"('need', 'alu', 'odc')",1
"('ms', 'visio', 'installation')",1
"('address', 'physical', 'location')",1
"('laptop', 'fan', 'error')",1
"('need', 'open', 'destination')",1
"('network', 'connectivity', 'issue')",1
"('phone', 'number', 'office')",1
"('customer', 'vpn', 'slow')",1
"('karthik', 'resolve', 'issue')",1
"('multiple', 'login', 'failure')",1
"('work', 'not', 'try')",1
"('wing', 'switch', 'coimbatore')",1
"('configure', 'new', 'laptop')",1
"('capacity', 'dashboard', 'feb')",1
"('add', 'client', 'host')",1
"('lose', 'admin', 'right')",1
"('need', 'add', 'mac')",2
"('data', 'card', 'issue')",4
"('need', 'add', 'destination')",1
"('help', 'att', 'hub')",1
"('destination', 'access', 'vpn')",1
"('user', 'passcodeuser', 'recovery')",1
"('need', 'new', 'vlan')",1
"('monitor', 'not', 'work')",1
"('check', 'user', 'face')",2
"('panasonic', 'germany', 'project')",1
"('mac', 'address', 'newly')",1
"('onle', 'tmss', 'stander')",1
"('detail', 'report', 'creditsuisse')",1
"('behalf', 'user', 'vi')",1
"('hasim', 'password', 'issue')",1
"('ms', 'project', 'share')",1
"('user', 'fanc', 'outlook')",1
"('base', 'os', 'installation')",1
"('intermittently', 'assign', 'engineer')",1
"('maia', 'porto', 'location')",1
"('employee', 'state', 'manager')",1
"('laptop', 'local', 'account')",1
"('chennai', 'ec', 'odc')",1
"('email', '-PRON-', 'would')",1
"('meter', 'class', 'ec')",1
"('kindly', 'check', 'network')",3
"('wifi', 'scope', 'dhcp')",1
"('show', 'lodin', 'error')",1
"('federation', 'access', 'telefonicacom')",1
"('babu', 'wipro', 'not')",1
"('laptop', 'port', 'issue')",1
"('hard', 'drive', 'desktop')",1
"('kindly', 'open', 'port')",1
"('secondary', 'airtel', 'link')",1
"('not', 'able', 'access')",5
"('internet', 'traffic', 'shift')",2
"('raipur', 'single', 'homed')",1
"('multiple', 'remote', 'destination')",2
"('imguser', 'not', 'able')",1
"('internet', 'explorer', 'not')",3
"('port', 'wtitms', 'vm')",1
"('exist', 'pdc', 'packet')",1
"('ip', 'address', 'assign')",1
"('come', 'escalate', 'client')",1
"('change', 'port', 'vlan')",2
"('internet', 'problem', 'blue')",1
"('list', 'uninstall', 'symantec')",1
"('-PRON-', 'would', 'need')",1
"('moth', 'utilization', 'report')",2
"('huge', 'latency', 'packet')",1
"('yuvarani', 'transfer', 'ticket')",1
"('laptop', 'not', 'get')",1
"('switchport', 'trunk', 'nati')",1
"('show', 'action', 'need')",2
"('pl', 'help', 'att')",1
"('network', 'issue', 'ec')",1
"('rozi', 'transfer', 'ticket')",1
"('issue', 'unable', 'login')",1
"('cdc', 'tower', 'nike')",1
"('device', 'peer', 'router')",1
"('user', 'troubleshoot', 'frequent')",10
"('office', 'product', 'activation')",1
"('early', 'project', 'nmg')",1
"('local', 'onsite', 'policy')",1
"('unable', 'connect', 'vpn')",1
"('end', 'revert', 'ft')",2
"('send', 'receive', 'issue')",1
"('wipro', 'device', 'mdc')",1
"('itms', 'not', 'work')",1
"('uplinktotflact', 'switchport', 'switchport')",1
"('lync', 'external', 'party')",1
"('try', 'follow', 'step')",1
"('schwab', 'odc', 'switch')",1
"('destination', 'ip', 'mention')",1
"('power', 'connection', 'not')",1
"('not', 'related', 'wipro')",1
"('creat', 'dhcp', 'pool')",1
"('need', 'admin', 'right')",2
"('switch', 'change', 'port')",3
"('ww', 'chennai', 'secondary')",1
"('voice', 'vlan', 'thank')",1
"('ad', 'account', 'lockout')",1
"('mcafee', 'asking', 'adminstator')",1
"('fedex', 'label', 'need')",1
"('tacacs', 'testing', 'purpose')",1
"('-PRON-', 'would', 'loop')",1
"('sink', 'account', 'outlook')",1
"('project', 'bit', 'installation')",2
"('location', 'ec', 'project')",2
"('pasword', 'asking', 'password')",1
"('laptop', 'hard', 'drive')",1
"('walmart', 'odc', 'user')",1
"('not', 'work', 'check')",1
"('not', 'reachable', 'wtusrwcior')",1
"('not', 'relate', 'isd')",1
"('facetime', 'audio', 'video')",1
"('mcafee', 'update', 'issue')",1
"('vpn', 'link', 'send')",1
"('device', 'physically', 'update')",1
"('kindly', 'look', 'issue')",1
"('location', 'sjpsth', 'floorb')",1
"('gnoc', 'change', 'voice')",1
"('slowness', 'issue', 'connect')",1
"('find', 'detail', 'needful')",1
"('utilization', 'amsterdam', 'hoofdorp')",1
"('ferquent', 'account', 'lockout')",1
"('need', 'preapar', 'share')",1
"('laptop', 'image', 'request')",1
"('mother', 'baord', 'issue')",1
"('work', 'citi', 'policy')",1
"('mysore', 'bb', 'slowness')",1
"('hiteam', 'kindly', 'look')",1
"('application', 'not', 'work')",2
"('violate', 'transfer', 'close')",1
"('right', 'reinstallation', 'os')",1
"('provide', 'console', 'michelin')",1
"('current', 'month', 'march')",2
"('update', 'manila', 'request')",1
"('show', 'not', 'connect')",1
"('need', 'ms', 'office')",1
"('able', 'access', 'renne')",1
"('week', 'utilization', 'report')",2
"('coe', 'system', 'desktop')",1
"('qr', 'nw', 'ebc')",1
"('provide', 'free', 'port')",1
"('contain', 'blade', 'stop')",2
"('user', 'get', 'lot')",1
"('internet', 'speed', 'low')",1
"('desktop', 'sap', 'po')",1
"('bangalore', 'face', 'slowness')",1
"('st', 'network', 'mpls')",1
"('hiwe', 'not', 'concern')",1
"('access', 'couple', 'system')",1
"('enable', 'panasonic', 'germany')",1
"('-PRON-', 'would', 'host')",2
"('employee', 'suite', 'change')",1
"('rajat', 'onle', 'tmss')",1
"('detail', 'atlanda', 'location')",1
"('access', 'issue', 'transfer')",1
"('wing', 'ip', 'segment')",1
"('alert', 'unable', 'reach')",1
"('laptop', 'replacement', 'request')",2
"('vlan', 'mention', 'ip')",1
"('kindly', 'user', 'ist')",1
"('internet', 'issue', 'un')",1
"('gnoc', 'january', 'email')",1
"('awe', 'fw', 'takeda')",1
"('tower', 'stack', 'switch')",3
"('issue', 'otp', 'register')",1
"('ec', 'ps', 'primary')",1
"('ist', 'th', 'november')",1
"('pl', 'share', 'link')",1
"('pool', 'request', 'ec')",1
"('able', 'access', 'server')",1
"('user', 'install', 'lync')",1
"('contact', 'user', 'user')",1
"('ehelpline', 'not', 'work')",1
"('resolve', 'symantec', 'problem')",1
"('file', 'ask', 'admin')",1
"('happen', 'location', 'end')",1
"('mississauga', 'office', 'printer')",2
"('currency', 'conversion', 'can')",1
"('user', 'unlock', 'account')",9
"('day', 'can', 'not')",1
"('allow', 'wipro', 'backbone')",1
"('detail', 'server', 'tedwebk')",1
"('ip', 'segment', 'wt')",1
"('ftp', 'access', 'mywipro')",1
"('disk', 'dilip', 'retrieve')",1
"('mouse', 'button', 'not')",1
"('user', 'trang', 'labplease')",1
"('not', 'contact', 'mail')",1
"('need', 'activate', 'ms')",21
"('discuss', 'regard', 'manjula')",1
"('class', 'pdc', 'ps')",1
"('loc', 'pritech', 'park')",1
"('utilization', 'detail', 'report')",1
"('report', 'month', 'kindly')",1
"('start', 'adam', 'goodall')",1
"('share', 'bandwidth', 'report')",2
"('disk', 'space', 'drive')",2
"('-PRON-', 'would', 'like')",1
"('device', 'th', 'october')",3
"('server', 'access', 'remotely')",1
"('look', 'mac', 'address')",3
"('able', 'install', 'citrix')",1
"('need', 'free', 'vlan')",1
"('page', 'do', 'not')",1
"('project', 'nmg', 'location')",1
"('remove', 'prefix', 'list')",1
"('proxy', 'issue', 'unable')",1
"('create', 'new', 'mb')",1
"('laptop', 'hdd', 'door')",1
"('change', 'st', 'network')",1
"('log', 'behalf', 'user')",4
"('important', 'message', 'not')",1
"('park', 'th', 'floor')",1
"('screen', 'shoot', 'attach')",1
"('-PRON-', 'would', 'chennai')",1
"('itac', 'work', 'slow')",1
"('newly', 'instal', 'ap')",1
"('charger', 'need', 'replace')",1
"('would', 'ou', 'min')",1
"('login', 'failure', 'destination')",1
"('degupta', 'federation', 'acccess')",1
"('port', 'tcp', 'nat')",2
"('issue', 'sendreceive', 'email')",1
"('change', 'debopam', 'chakraborty')",1
"('spaceonly', 'mb', 'available')",2
"('configure', 'vlan', 'switch')",63
"('fw', 'test', 't')",1
"('add', 'system', 'domain')",1
"('idrac', 'ip', 'not')",1
"('laptop', 'lan', 'disabled')",1
"('detail', 'say', 'request')",1
"('failover', 'testing', 'ec')",1
"('ms', 'project', 'instal')",1
"('month', 'march', 'circuit')",2
"('mention', 'source', 'ip')",5
"('da', 'not', 'work')",8
"('drop', 'avs', 'switch')",1
"('install', 'symantic', 'mcafee')",1
"('screen', 'pl', 'guide')",1
"('not', 'connect', 'authcode')",1
"('want', 'reset', 'ad')",2
"('share', 'week', 'bandwidth')",1
"('kindly', 'free', 'vlan')",1
"('th', 'december', 'ecube')",1
"('enable', 'pstn', 'facility')",1
"('hiplease', 'assist', 'employee')",2
"('location', 'dhcp', 'issue')",1
"('issue', 'backbone', 'segment')",1
"('rdp', 'mention', 'server')",2
"('lync', 'not', 'work')",10
"('group', 'policy', 'update')",1
"('dell', 'charger', 'need')",1
"('explorer', 'can', 'not')",1
"('free', 'ip', 'require')",1
"('user', 'wipro', 'domain')",2
"('tool', 'nimsoft', 'request')",1
"('open', 'port', 'destination')",1
"('conference', 'need', 'join')",1
"('backup', 'laptop', 'laptop')",1
"('noc', 'proxy', 'bypassing')",1
"('office', 'server', 'group')",1
"('ticket', 'violate', 'ur')",1
"('assign', 'raise', 'service')",1
"('johnsona', 'uk', 'kindly')",1
"('allocate', 'ip', 'segment')",1
"('debug', 'list', 'uninstall')",1
"('wcclg', 'project', 'project')",1
"('odc', 'kdc', 'location')",1
"('utlization', 'report', 'month')",1
"('client', 'vpn', 'issue')",1
"('switchport', 'switchport', 'trunk')",1
"('ip', 'location', 'mapping')",1
"('need', 'active', 'nw')",3
"('issue', 'access', 'client')",1
"('not', 'appear', 'internet')",1
"('lync', 'communicator', 'not')",1
"('need', 'add', 'new')",1
"('radio', 'meter', 'class')",1
"('mcarva', 'password', 'issue')",1
"('connect', 'backup', 'client')",1
"('manager', 'correct', 'allocation')",1
"('azure', 'note', 'rdp')",1
"('guset', 'wifi', 'scope')",1
"('federation', 'access', 'need')",21
"('coop', 'norge', 'project')",1
"('-PRON-', 'would', '-PRON-')",1
"('utilization', 'report', 'feb')",1
"('settle', 'onsite', 'cash')",1
"('office', 'printer', 'network')",2
"('proxy', 'similar', 'case')",1
"('protel', 'not', 'open')",1
"('class', 'mcgrawhills', 'cdc')",1
"('ips', 'configure', 'management')",1
"('tms', 'suggest', 'user')",1
"('face', 'issue', 'internet')",2
"('account', 'lockout', 'problem')",1
"('mar', 'business', 'impacting')",1
"('alert', 'find', 'attach')",1
"('fix', 'da', 'vpn')",1
"('link', 'location', 'checking')",1
"('incident', 'work', 'progress')",2
"('internet', 'not', 'work')",12
"('look', 'issue', 'fix')",1
"('prepared', 'share', 'ch')",15
"('vdi', 'appropriate', 'action')",1
"('-PRON-', 'would', 'ip')",1
"('intranet', 'laptop', 'need')",1
"('manila', 'request', 'ip')",1
"('location', 'usa', 'available')",1
"('daily', 'backup', 'nortel')",1
"('issue', 'access', 'helpline')",1
"('ms', 'office', 'professional')",1
"('face', 'browser', 'issue')",2
"('access', 'destination', 'proxy')",1
"('internal', 'source', 'multiple')",2
"('correct', 'th', 'july')",1
"('connect', 'discuss', 'regard')",1
"('tmss', 'stander', 'task')",1
"('repeatedly', 'screen', 'pl')",1
"('open', 'destination', 'server')",1
"('tower', 'st', 'floor')",1
"('physical', 'location', 'ec')",1
"('able', 'comunicate', 'domain')",1
"('login', 'mywipro', 'site')",1
"('packet', 'shaper', 'primary')",1
"('help', 'user', 'unlock')",9
"('ne', 'add', 'client')",1
"('audio', 'video', 'poc')",1
"('mail', 'send', 'receive')",1
"('call', 'not', 'connect')",1
"('destination', 'ip', 'port')",2
"('mac', 'bind', 'charle')",2
"('isd', 'call', 'not')",1
"('not', 'try', 'access')",1
"('management', 'agent', 'lose')",1
"('vlan', 'shiwcth', 'ip')",1
"('spam', 'notification', 'new')",1
"('live', 'meeting', 'issue')",2
"('change', 'vlan', 'mention')",1
"('new', 'mb', 'bandwidth')",1
"('add', 'new', 'matching')",1
"('link', 'kindly', 'check')",1
"('lync', 'show', 'lodin')",1
"('bat', 'odc', 'early')",1
"('bit', 'lokcer', 'encryption')",1
"('network', 'face', 'issue')",1
"('damage', 'need', 'replacement')",1
"('wile', 'change', 'password')",1
"('mail', 'not', 'workin')",1
"('report', 'month', 'feb')",1
"('wifi', 'aberdeen', 'not')",1
"('dhcp', 'scope', 'need')",1
"('multicase', 'not', 'work')",2
"('key', 'wipro', 'laptop')",1
"('laptop', 'need', 'access')",1
"('address', 'cce', 'tower')",1
"('internet', 'firewall', 'share')",1
"('client', 'mail', 'box')",1
"('unable', 'access', 'helpline')",1
"('noc', 'request', 'share')",1
"('port', 'pls', 'needful')",1
"('visio', 'installation', 'activation')",1
"('domain', '-PRON-', 'would')",1
"('laptop', 'network', 'adapter')",1
"('mac', 'bind', 'port')",1
"('ms', 'lync', 'not')",1
"('leandras', 'mobile', 'ticket')",1
"('get', 'reboot', 'sjp')",1
"('capricorn', 'energy', 'client')",1
"('connect', 'vpn', 'network')",1
"('share', 'ip', 'detail')",1
"('help', 'user', 'troubleshoot')",23
"('not', 'correct', 'mention')",1
"('-PRON-', 'would', 'lock')",1
"('fsham', 'password', 'issue')",1
"('mac', 'address', 'eb')",1
"('query', 'concerned', 'query')",1
"('location', 'give', 'hard')",1
"('issue', 'un', 'install')",1
"('mac', 'bind', 'sjp')",2
"('ticket', 'end', 'expense')",1
"('ms', 'office', 'installation')",4
"('requirement', 'finalize', 'implementation')",1
"('run', 'disk', 'space')",1
"('not', 'work', 'exam')",1
"('need', 'add', 'static')",2
"('enable', 'pstn', 'access')",3
"('ms', 'office', 'issue')",2
"('cdcsccmmp', 'ip', 'address')",2
"('troubleshoot', 'outlook', 'issue')",1
"('need', 'remove', 'tacac')",1
"('user', 'reset', 'password')",46
"('monitor', 'power', 'connection')",1
"('wipro', 'network', 'not')",1
"('mcgrawhills', 'cdc', 'packetshaper')",1
"('external', 'block', 'ip')",1
"('can', 'not', 'contact')",1
"('nd', 'floor', 'wing')",1
"('mqlean', 'not', 'right')",1
"('help', 'user', 'frequent')",1
"('laptop', 'wipro', 'domain')",4
"('data', 'card', 'not')",1
"('need', 'mcaffe', 'odc')",1
"('wipro', 'not', 'able')",1
"('latha', 'password', 'issue')",1
"('myapp', 'access', 'bestbuy')",1
"('primary', 'link', 'stable')",1
"('ec', 'packet', 'shaper')",2
"('add', 'mention', 'ip')",1
"('hostname', 'change', 'request')",1
"('face', 'slowness', 'issue')",4
"('able', 'reset', 'pasword')",1
"('issue', 'ec', 'location')",1
"('profile', 'da', 'instal')",1
"('ad', 'password', 'expiration')",1
"('standby', 'laptop', 'need')",1
"('backup', 'mail', 'server')",1
"('requestno', 'ftp', 'access')",1
"('destination', 'ip', 'address')",1
"('address', 'pc', 'access')",1
"('need', 'week', 'bandwidth')",1
"('would', 'pass', 'system')",1
"('intranet', 'server', 'important')",1
"('explorer', 'version', 'update')",2
"('bit', 'need', 'share')",1
"('date', 'need', 'update')",1
"('la', 'pw', 'reset')",1
"('mail', '-PRON-', 'would')",2
"('user', 'close', 'transfer')",1
"('request', 'new', 'model')",1
"('internet', 'explorer', 'change')",1
"('bandwidth', 'utilization', 'report')",5
"('kindly', 'provide', 'console')",1
"('laptop', 'keypad', 'issue')",2
"('intranet', 'site', 'not')",1
"('mention', 'not', 'check')",1
"('suprta', 'sarkar', 'sjp')",1
"('segment', 'coop', 'norge')",1
"('harddisk', 'damage', 'need')",1
"('training', 'not', 'reflect')",1
"('vpn', 'network', 'slownesswe')",1
"('safe', 'boot', 'key')",1
"('new', 'server', 'monitor')",1
"('michelin', 'vpn', 'firewall')",1
"('right', 'resolver', 'group')",2
"('enable', 'port', 'port')",1
"('utilization', 'report', 'find')",1
"('mail', 'not', 'get')",1
"('ne', 'add', 'portugal')",1
"('mac', 'binding', 'schwab')",5
"('port', 'enable', 'panasonic')",1
"('ip', 'location', 'server')",1
"('direct', 'access', 'problem')",1
"('server', 'ip', 'source')",1
"('raise', 'behalf', 'userramcs')",1
"('need', 'tranfer', 'manikonda')",1
"('failover', 'test', 'mg')",1
"('lync', 'sharing', 'not')",1
"('vtp', 'switch', 'es')",1
"('device', 'passport', 'ip')",1
"('dhcp', 'server', 'revert')",1
"('business', 'impacting', 'event')",2
"('critical', 'alarm', 'clear')",1
"('need', 'add', 'pst')",14
"('user', 'troubleshoot', 'symantec')",7
"('laptop', 'host', 'mbam')",10
"('need', 'add', 'class')",1
"('ne', 'remove', 'tape')",1
"('bind', 'port', 'enable')",1
"('october', 'need', 'prepared')",3
"('failure', 'destination', 'contain')",1
"('kindly', 'access', 'ec')",1
"('discussion', 'tp', 'migration')",1
"('group', 'asset', 'nol')",3
"('laptop', 'network', 'card')",1
"('traffic', 'shift', 'primary')",3
"('get', 'loop', 'ip')",1
"('riyadh', 'khobar', 'jeddah')",1
"('laptop', 'allocation', 'zainabza')",1
"('-PRON-', 'would', 'reminder')",1
"('sec', 'packetshaper', 'shaping')",1
"('show', 'blue', 'screen')",1
"('not', 'reachable', 'papanna')",1
"('daily', 'pm', 'checklist')",16
"('go', 'offline', 'check')",1
"('manul', 'backup', 'sjp')",1
"('add', 'mac', 'address')",2
"('work', 'sjp', 'location')",2
"('add', 'will', 'will')",1
"('ms', 'projecct', 'issue')",2
"('java', 'software', 'installation')",1
"('create', 'new', 'class')",1
"('connectivity', 'issue', 'samt')",1
"('install', 'ms', 'office')",2
"('address', 'assign', 'raise')",1
"('kartik', 'nanjundiah', 'satyaprakash')",1
"('device', 'not', 'reachable')",16
"('configure', 'management', 'port')",1
"('rd', 'november', 'need')",1
"('google', 'not', 'work')",1
"('vpn', 'slow', 'wipro')",1
"('laptop', 'not', 'work')",7
"('management', 'port', 'share')",1
"('power', 'issue', 'happen')",1
"('local', 'computer', 'group')",1
"('drive', 'not', 'work')",1
"('enable', 'email', 'forward')",1
"('frequent', 'drop', 'avs')",1
"('mention', 'device', 'physically')",1
"('mail', 'deliver', 'issue')",1
"('ego', 'laptop', 'network')",1
"('eccasimp', 'model', 'typeswciscoios')",1
"('share', 'bandwidth', 'utilization')",1
"('join', 'kdc', 'tjx')",1
"('not', 'work', 'laptop')",4
"('hdc', 'ps', 'report')",2
"('not', 'check', 'needful')",1
"('slow', 'yesterday', 'night')",1
"('enable', 'tcp', 'port')",1
"('sap', 'project', 'cdc')",1
"('not', 'connect', 'corporate')",1
"('server', 'sl', 'vmid')",1
"('ticket', 'health', 'check')",1
"('need', 'add', 'will')",1
"('new', 'wipro', 'site')",1
"('stop', 'respond', 'poll')",7
"('incident', 'user', 'clarify')",1
"('share', 'perform', 'activity')",1
"('pad', 'not', 'work')",2
"('enable', 'access', 'kindly')",1
"('lync', 'issue', 'window')",1
"('federated', 'ms', 'lync')",1
"('not', 'work', 'mail')",1
"('not', 'delivery', 'citi')",1
"('link', 'not', 'work')",1
"('project', 'operate', 'ts')",1
"('mo', 'password', 'issue')",1
"('belong', 'wcclg', 'project')",1
"('find', 'attached', 'mail')",1
"('location', 'cdc', 'vtp')",1
"('confirm', 'mac', 'address')",1
"('add', 'mention', 'url')",1
"('installation', 'outook', 'configuration')",1
"('nd', 'mail', 'not')",1
"('destination', 'source', 'ip')",1
"('get', 'january', 'month')",1
"('ms', 'office', 'key')",17
"('cdc', 'vtp', 'switch')",2
"('brightness', 'not', 'workig')",1
"('open', 'india', 'location')",1
"('display', 'not', 'work')",1
"('mention', 'ip', 'ping')",1
"('keypad', 'issue', 'user')",1
"('get', 'alert', 'find')",1
"('mac', 'address', 'vlan')",1
"('device', '-PRON-', 'would')",1
"('able', 'log', 'wipro')",2
"('need', 'open', 'india')",1
"('need', 'add', 'reverse')",1
"('crenditial', 'wifi', 'direct')",1
"('log', 'ticket', 'isp')",1
"('time', 'anti', 'virus')",1
"('not', 'work', 'campbell')",1
"('occur', 'eccasimp', 'model')",2
"('route', 'wbpo', 'ip')",1
"('stand', 'extended', 'monitor')",1
"('omit', 'ip', 'dhcp')",1
"('new', 'matching', 'rule')",1
"('server', 'tedwebk', 'ip')",1
"('folder', 'outlook', 'needfull')",1
"('location', 'device', 'dr')",1
"('creation', 'sonama', 'project')",1
"('server', 'not', 'able')",1
"('port', 'need', 'open')",1
"('network', 'super', 'sloooww')",2
"('lan', 'not', 'get')",1
"('mpls', 'utilization', 'amsterdam')",1
"('can', 'not', 'open')",1
"('myappwiprocom', 'protel', 'not')",1
"('latency', 'packet', 'lose')",1
"('sl', 'vmid', 'ip')",1
"('key', 'need', 'activate')",1
"('user', 'synchronize', 'password')",2
"('lock', 'behalf', 'user')",1
"('dhcp', 'access', 'require')",1
"('office', 'installation', 'outook')",1
"('intermittent', 'issue', 'gage')",1
"('sjp', 'bandwidth', 'gradation')",1
"('laptop', 'unable', 'login')",1
"('not', 'contact', 'direct')",1
"('link', 'outage', 'canada')",1
"('kindly', 'backup', 'sjpssdsl')",2
"('regard', 'face', 'issue')",1
"('access', 'issue', 'sonu')",1
"('co', 'ordinate', 'user')",1
"('post', 'link', 'rfo')",1
"('lync', 'user', 'get')",1
"('cclg', 'mail', '-PRON-')",1
"('utilization', 'mention', 'device')",1
"('emc', 'traffic', 'shifting')",1
"('user', 'ucpticket', '-PRON-')",1
"('tcp', 'nat', 'ip')",2
"('dhcp', 'scope', 'bestbuy')",1
"('care', 'ticket', 'health')",1
"('mbd', 'replace', 'ment')",1
"('need', 'configured', 'inn')",5
"('odc', 'affected', 'cdc')",1
"('location', 'server', 'segment')",1
"('shipment', 'label', 'create')",2
"('rakesh', 'relocation', 'extension')",3
"('coach', 'project', 'device')",1
"('kindly', 'arrange', 'noc')",1
"('access', 'client', 'application')",1
"('migrate', 'facing', 'issue')",1
"('handle', 'suprta', 'sarkar')",1
"('firewall', 'deny', 'external')",1
"('slowness', 'onsite', 'application')",1
"('local', 'profile', 'corrupt')",1
"('crm', 'application', 'not')",1
"('raise', 'behalf', 'userri')",1
"('free', 'vlan', 'ipsegment')",1
"('laptop', 'battery', 'need')",2
"('raise', 'requirement', 'description')",4
"('india', 'location', 'switch')",1
"('utilization', 'report', 'month')",1
"('help', 'user', 'sync')",1
"('charle', 'schwab', 'odc')",6
"('kindly', 'create', 'new')",2
"('connection', 'loss', 'connect')",1
"('pool', 'ip', 'requirement')",1
"('server', 'os', 'upgrade')",1
"('pstn', 'facility', 'lync')",1
"('label', 'create', 'tony')",1
"('not', 'boot', 'standby')",1
"('odc', 'hdc', 'location')",1
"('-PRON-', 'be', 'sw')",1
"('work', 'kindly', 'enable')",1
"('share', 'ip', 'segment')",1
"('share', 'ip', 'location')",1
